rate_time,open,high,low,close,volume,readable_date
1768791600,1.16226000,1.16240000,1.16157000,1.16177000,4349.00000000,2026-01-19 03:00:00
1768795200,1.16178000,1.16263000,1.16161000,1.16247000,3186.00000000,2026-01-19 04:00:00
1768798800,1.16247000,1.16337000,1.16246000,1.16331000,3038.00000000,2026-01-19 05:00:00
1768802400,1.16333000,1.16376000,1.16268000,1.16275000,3169.00000000,2026-01-19 06:00:00
1763028000,1.16282000,1.16348000,1.16109000,1.16166000,7791.00000000,2025-11-13 10:00:00
1763031600,1.16166000,1.16235000,1.16114000,1.16159000,5263.00000000,2025-11-13 11:00:00
1761332400,1.16255000,1.16320000,1.16245000,1.16277000,3765.00000000,2025-10-24 19:00:00
1765782000,1.17344000,1.17365000,1.17288000,1.17354000,3606.00000000,2025-12-15 07:00:00
1765998000,1.17494000,1.17557000,1.17426000,1.17442000,4049.00000000,2025-12-17 19:00:00
1766005200,1.17450000,1.17463000,1.17386000,1.17396000,2939.00000000,2025-12-17 21:00:00
1766008800,1.17396000,1.17416000,1.17387000,1.17408000,1817.00000000,2025-12-17 22:00:00
1766012400,1.17415000,1.17441000,1.17401000,1.17403000,762.00000000,2025-12-17 23:00:00
1766016000,1.17419000,1.17436000,1.17405000,1.17418000,1090.00000000,2025-12-18 00:00:00
