rate_time,open,high,low,close,volume,readable_date
1764057600,1.31045,1.31289,1.31042,1.31219,8998,2025-11-25 08:00:00
1764061200,1.3122,1.31285,1.31094,1.31095,11811,2025-11-25 09:00:00
1764064800,1.31095,1.31384,1.31086,1.31352,10120,2025-11-25 10:00:00
1764068400,1.31349,1.31406,1.31235,1.31297,8899,2025-11-25 11:00:00
1764072000,1.31297,1.31297,1.31094,1.31121,8351,2025-11-25 12:00:00
1764075600,1.3112,1.31388,1.3109,1.31349,11847,2025-11-25 13:00:00
1764079200,1.31351,1.31607,1.31322,1.31541,14160,2025-11-25 14:00:00
1764082800,1.31541,1.31832,1.31531,1.31787,15581,2025-11-25 15:00:00
1764086400,1.31787,1.31958,1.31735,1.31769,15742,2025-11-25 16:00:00
1764090000,1.31769,1.3185799999999999,1.3171,1.3172,10625,2025-11-25 17:00:00
1771264800,1.36288,1.36304,1.36262,1.3627099999999999,2207,2026-02-16 18:00:00
1760515200,1.33524,1.33735,1.33506,1.33625,10736,2025-10-15 08:00:00
1760518800,1.33625,1.33639,1.33419,1.335,11303,2025-10-15 09:00:00
1760522400,1.335,1.33556,1.33414,1.3345799999999999,9894,2025-10-15 10:00:00
1760526000,1.3345799999999999,1.33574,1.33361,1.33509,9835,2025-10-15 11:00:00
1760529600,1.33508,1.33659,1.33467,1.3365,6457,2025-10-15 12:00:00
1760533200,1.33651,1.33667,1.33501,1.3351899999999999,7729,2025-10-15 13:00:00
1760536800,1.3352,1.33563,1.33414,1.33459,12157,2025-10-15 14:00:00
1760540400,1.33459,1.33528,1.33349,1.33498,14949,2025-10-15 15:00:00
1760544000,1.33497,1.3367,1.33466,1.33652,11033,2025-10-15 16:00:00
1760554800,1.33908,1.33908,1.33715,1.3377,11803,2025-10-15 19:00:00
1760558400,1.3377,1.33871,1.33703,1.3382800000000001,7092,2025-10-15 20:00:00
1760562000,1.33829,1.33939,1.3382800000000001,1.33935,5423,2025-10-15 21:00:00
1760407200,1.33315,1.33384,1.33256,1.33362,4278,2025-10-14 02:00:00
1771329600,1.35954,1.35983,1.35596,1.35651,6995,2026-02-17 12:00:00
1760410800,1.3336299999999999,1.33474,1.33352,1.33436,4033,2025-10-14 03:00:00
1760414400,1.33436,1.33459,1.33396,1.33439,2729,2025-10-14 04:00:00
1760418000,1.33436,1.33502,1.334,1.33452,3280,2025-10-14 05:00:00
1760421600,1.33454,1.33527,1.33437,1.33521,4508,2025-10-14 06:00:00
1760425200,1.33522,1.33523,1.33404,1.33408,4718,2025-10-14 07:00:00
1760428800,1.33405,1.33409,1.32751,1.32802,6771,2025-10-14 08:00:00
1760432400,1.32802,1.32833,1.32525,1.3256999999999999,6637,2025-10-14 09:00:00
1760439600,1.3284099999999999,1.3284099999999999,1.3264,1.32678,4861,2025-10-14 11:00:00
1760461200,1.32969,1.33191,1.32883,1.33179,14176,2025-10-14 17:00:00
1760482800,1.33198,1.3324,1.33166,1.33195,1267,2025-10-14 23:00:00
1760486400,1.33197,1.33231,1.3318699999999999,1.33191,1739,2025-10-15 00:00:00
1760490000,1.33192,1.33247,1.3317,1.33216,2836,2025-10-15 01:00:00
1760493600,1.33216,1.33311,1.332,1.33287,7113,2025-10-15 02:00:00
1760497200,1.33288,1.33409,1.33257,1.33401,7942,2025-10-15 03:00:00
1760500800,1.33402,1.33514,1.334,1.33494,6864,2025-10-15 04:00:00
1760504400,1.33493,1.3354,1.33481,1.33515,5802,2025-10-15 05:00:00
1760508000,1.3351600000000001,1.33541,1.33448,1.33488,4775,2025-10-15 06:00:00
1760511600,1.3349,1.33588,1.33466,1.33526,5157,2025-10-15 07:00:00
1771412400,1.35746,1.35822,1.3565800000000001,1.35662,5236,2026-02-18 11:00:00
1771416000,1.35662,1.3575,1.3565800000000001,1.35737,4515,2026-02-18 12:00:00
1771419600,1.35737,1.35802,1.35698,1.35733,6951,2026-02-18 13:00:00
1771268400,1.3627099999999999,1.36315,1.36266,1.36292,1485,2026-02-16 19:00:00
1771300800,1.36138,1.3614,1.3606099999999999,1.36128,4882,2026-02-17 04:00:00
1771279200,1.36304,1.36307,1.36254,1.3630499999999999,1634,2026-02-16 22:00:00
1771290000,1.36276,1.36293,1.36188,1.36197,5630,2026-02-17 01:00:00
1770289200,1.35659,1.35975,1.35615,1.35874,10307,2026-02-05 11:00:00
1770271200,1.36253,1.36266,1.36163,1.362,6208,2026-02-05 06:00:00
1771275600,1.36321,1.36325,1.36299,1.36304,985,2026-02-16 21:00:00
1770285600,1.36033,1.36039,1.35567,1.3565800000000001,11585,2026-02-05 10:00:00
1764259200,1.32339,1.32523,1.32328,1.32512,5797,2025-11-27 16:00:00
1764262800,1.32512,1.32552,1.32396,1.32439,4215,2025-11-27 17:00:00
1764266400,1.32439,1.32481,1.32305,1.3237999999999999,2817,2025-11-27 18:00:00
1764270000,1.3237999999999999,1.3238699999999999,1.3234,1.32348,2056,2025-11-27 19:00:00
1764273600,1.32347,1.32386,1.32347,1.32371,1901,2025-11-27 20:00:00
1764277200,1.32371,1.3238699999999999,1.32361,1.32372,3733,2025-11-27 21:00:00
1764280800,1.32373,1.32403,1.32365,1.32394,1407,2025-11-27 22:00:00
1764284400,1.32382,1.32399,1.32336,1.32363,1295,2025-11-27 23:00:00
1770303600,1.35849,1.35893,1.35337,1.35374,21382,2026-02-05 15:00:00
1770292800,1.35873,1.36158,1.35812,1.36124,9509,2026-02-05 12:00:00
1770267600,1.3625099999999999,1.36289,1.36227,1.36253,4400,2026-02-05 05:00:00
1770228000,1.36573,1.36726,1.36446,1.36463,15868,2026-02-04 18:00:00
1770282000,1.36202,1.36328,1.3599,1.36033,11405,2026-02-05 09:00:00
1770296400,1.36136,1.36136,1.35403,1.3581699999999999,21540,2026-02-05 13:00:00
1770278400,1.3618299999999999,1.36295,1.36163,1.36202,9805,2026-02-05 08:00:00
1770274800,1.36199,1.36203,1.36068,1.36184,7225,2026-02-05 07:00:00
1770307200,1.35373,1.3557000000000001,1.35216,1.35282,22870,2026-02-05 16:00:00
1771297200,1.36166,1.36204,1.3612,1.36138,4496,2026-02-17 03:00:00
1770300000,1.3581699999999999,1.3595,1.3566799999999999,1.3585099999999999,17567,2026-02-05 14:00:00
1699009200,1.2213,1.22233,1.221,1.22202,3163,
1771308000,1.36115,1.36123,1.36035,1.36074,5100,2026-02-17 06:00:00
1771293600,1.362,1.3621400000000001,1.36138,1.36166,7052,2026-02-17 02:00:00
1771318800,1.35629,1.35907,1.35614,1.35857,8509,2026-02-17 09:00:00
1771441200,1.35221,1.35256,1.35061,1.35132,8130,2026-02-18 19:00:00
1771272000,1.36292,1.3633199999999999,1.3629,1.36323,1411,2026-02-16 20:00:00
1771286400,1.36303,1.36304,1.36231,1.36272,1374,2026-02-17 00:00:00
1771311600,1.36074,1.3614899999999999,1.36073,1.36125,4310,2026-02-17 07:00:00
1771315200,1.36117,1.36124,1.35523,1.3563,8907,2026-02-17 08:00:00
1771326000,1.35913,1.36064,1.35895,1.35953,6445,2026-02-17 11:00:00
1771423200,1.35733,1.35815,1.3552,1.35522,7585,2026-02-18 14:00:00
1771322400,1.35857,1.35975,1.3584,1.35916,7044,2026-02-17 10:00:00
1771434000,1.35458,1.35575,1.35335,1.35338,9372,2026-02-18 17:00:00
1771426800,1.35523,1.35586,1.3532899999999999,1.35372,12720,2026-02-18 15:00:00
1771430400,1.35372,1.35538,1.35355,1.35458,11468,2026-02-18 16:00:00
1771437600,1.35338,1.35365,1.35127,1.35221,7052,2026-02-18 18:00:00
1761116400,1.33792,1.33872,1.33792,1.33835,4781,2025-10-22 07:00:00
1761120000,1.33834,1.33839,1.33292,1.3335,16160,2025-10-22 08:00:00
1761123600,1.3335,1.33381,1.33194,1.33223,13243,2025-10-22 09:00:00
1764817200,1.33403,1.33405,1.33345,1.33369,6689,2025-12-04 03:00:00
1764820800,1.33369,1.3336999999999999,1.33276,1.33321,5077,2025-12-04 04:00:00
1764831600,1.33383,1.33389,1.33324,1.33378,6979,2025-12-04 07:00:00
1764835200,1.33378,1.33414,1.33315,1.33368,6361,2025-12-04 08:00:00
1764838800,1.33368,1.33592,1.33337,1.33429,11847,2025-12-04 09:00:00
1764842400,1.33429,1.335,1.33365,1.33459,9274,2025-12-04 10:00:00
1764846000,1.33459,1.3351199999999999,1.3336999999999999,1.33441,8920,2025-12-04 11:00:00
1764849600,1.33443,1.3364,1.33408,1.33603,9037,2025-12-04 12:00:00
1764853200,1.33603,1.33621,1.33402,1.3349199999999999,8346,2025-12-04 13:00:00
1764856800,1.33493,1.33504,1.33221,1.3342399999999999,12005,2025-12-04 14:00:00
1764860400,1.33423,1.33744,1.33423,1.337,14221,2025-12-04 15:00:00
1764864000,1.33701,1.33859,1.33542,1.3373,12331,2025-12-04 16:00:00
1764867600,1.33731,1.3373300000000001,1.33476,1.33525,10021,2025-12-04 17:00:00
1771527600,1.34525,1.34663,1.34508,1.34601,7083,2026-02-19 19:00:00
1771466400,1.34896,1.34986,1.34896,1.34964,5245,2026-02-19 02:00:00
1771520400,1.34543,1.34579,1.34396,1.34452,12109,2026-02-19 17:00:00
1771470000,1.3496299999999999,1.34972,1.34918,1.34949,3337,2026-02-19 03:00:00
1771448400,1.35002,1.35049,1.34951,1.34997,5484,2026-02-18 21:00:00
1771542000,1.34652,1.34715,1.3462399999999999,1.34692,1989,2026-02-19 23:00:00
1771455600,1.34933,1.35018,1.34931,1.34995,1789,2026-02-18 23:00:00
1771524000,1.34452,1.34561,1.34387,1.34525,9073,2026-02-19 18:00:00
1771462800,1.34951,1.3498,1.34883,1.34896,4513,2026-02-19 01:00:00
1771531200,1.34601,1.34662,1.34471,1.34518,6961,2026-02-19 20:00:00
1771444800,1.35133,1.3515,1.34973,1.35002,8638,2026-02-18 20:00:00
1771538400,1.34591,1.34735,1.34582,1.34636,4774,2026-02-19 22:00:00
